,SOURCE,TARGET,POSITION,CATEGORY
0,PT BILITON PRIMA MINERAL,KIRTIADI HOTAMA,DIREKTUR,INDIVIDU
1,PT BILITON PRIMA MINERAL,HAWANTO HARTONO,KOMISARIS,INDIVIDU
2,PT NAGA LASKAR PELANGI,WYLLIANTO,DIREKTUR UTAMA,INDIVIDU
3,PT NAGA LASKAR PELANGI,TJEN JUNG SEN,KOMISARIS UTAMA,INDIVIDU
4,PT NAGA LASKAR PELANGI,IRWANDA,DIREKTUR,INDIVIDU
5,PT NAGA LASKAR PELANGI,ERVAN IFYAN HANSEL,DIREKTUR,INDIVIDU
6,PT NAGA LASKAR PELANGI,URIP BUDIANTO,KOMISARIS,INDIVIDU
7,PT KARUNIA ALAM BERSAMA,CHRISTOPHER PUTRA GUNAWAN,DIREKTUR,INDIVIDU
8,PT KARUNIA ALAM BERSAMA,HARIANTO GUNAWAN,KOMISARIS,INDIVIDU
9,PT BELANTARA JAYA LESTARI,DONY KURNIAWAN,,INDIVIDU
10,PT BELANTARA JAYA LESTARI,HERMANTO,KOMISARIS,INDIVIDU
11,PT BELANTARA JAYA LESTARI,RIDHO FALOMA,DIREKTUR,INDIVIDU
12,PT BELANTARA JAYA LESTARI,PT CANDRA LESTARI SEJAHTERA,BADAN HUKUM,PERUSAHAAN
13,PT BELANTARA JAYA LESTARI,PT TRACO INDOTAMA MANDIRI,BADAN HUKUM,PERUSAHAAN
14,PT BELANTARA JAYA LESTARI,PT BERDIKARI SEJAHTERA SENTOSA,BADAN HUKUM,PERUSAHAAN
15,PT BERKAH SAMUDERA SEMESTA,CHRISTOPHER PUTRA GUNAWAN,DIREKTUR,INDIVIDU
16,PT BERKAH SAMUDERA SEMESTA,HARIANTO GUNAWAN,KOMISARIS,INDIVIDU
17,PT TELAGA INTAN PUTIH,SIGARLAKY ROTINSULU,DIREKTUR,INDIVIDU
18,PT TELAGA INTAN PUTIH,MAUREEN LANIE ESTER ROTINSULU,KOMISARIS,INDIVIDU
19,PT TELAGA INTAN PUTIH,SAMUEL PHILLIPS ROTINSULU,DIREKTUR UTAMA,INDIVIDU
20,PT REZEKI SAMUDERA JAYA,CHRISTOPHER PUTRA GUNAWAN,DIREKTUR,INDIVIDU
21,PT REZEKI SAMUDERA JAYA,HARIANTO GUNAWAN,KOMISARIS,INDIVIDU
22,PT SWAKARSA TAMBANG INDONESIA,HENDRO,KOMISARIS,INDIVIDU
23,PT SWAKARSA TAMBANG INDONESIA,HERMAN BUDIYANTO,DIREKTUR,INDIVIDU
24,PT BATARA PANCAR JAYA MINERAL,LUXOR ANDI WIJAYA,DIREKTUR,INDIVIDU
25,PT BATARA PANCAR JAYA MINERAL,BRAHM PRANATA,KOMISARIS,INDIVIDU
26,PT BATARA PANCAR JAYA MINERAL,LILI HENDRAWATI,KOMISARIS UTAMA,INDIVIDU
27,PT DUTA WATU GEOTEK,ZAINUDDIN,DIREKTUR,INDIVIDU
28,PT DUTA WATU GEOTEK,AMBARSARI DWICAHYANI,KOMISARIS,INDIVIDU
29,PT TIGA BANGUN BERSAMA,EDY SUN,KOMISARIS,INDIVIDU
30,PT TIGA BANGUN BERSAMA,BASIRAN,DIREKTUR,INDIVIDU
31,PT BASKARA SILICA MAKMUR,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
32,PT BASKARA SILICA MAKMUR,JAMES LOUIS,DIREKTUR,INDIVIDU
33,PT INDAHSANA LESTARI JAYA,HENG ERIK HARVY HENDRIEK,KOMISARIS UTAMA,INDIVIDU
34,PT INDAHSANA LESTARI JAYA,ERMA SUSYLAWATI JOYOATMOJO,DIREKTUR UTAMA,INDIVIDU
35,PT INDAHSANA LESTARI JAYA,NARIMO NUSANTORO,KOMISARIS,INDIVIDU
36,PT INDAHSANA LESTARI JAYA,ANGGUN RIS SUSANTI,DIREKTUR,INDIVIDU
37,PT PASIR BELITUNG UTAMA,TRISNA THESKARTONO,KOMISARIS,INDIVIDU
38,PT PASIR BELITUNG UTAMA,LIENAWATI THES KARTONO,,INDIVIDU
39,PT PASIR BELITUNG UTAMA,DJEMI HAKIM,DIREKTUR,INDIVIDU
40,PT TOMMY UTAMA,TJHANG YEAN TIN,,INDIVIDU
41,PT TOMMY UTAMA,DE BIN LUO,DIREKTUR,INDIVIDU
42,PT TOMMY UTAMA,TEDDY CHANDRA DJOHAN,KOMISARIS,INDIVIDU
43,PT TOMMY UTAMA,PT TOMMY MITRA INVESTAMA,BADAN HUKUM,PERUSAHAAN
44,PT ARCHIE EXPERANZA MANUNGGAL,NARIMO NUSANTORO,KOMISARIS,INDIVIDU
45,PT ARCHIE EXPERANZA MANUNGGAL,HENG ERIK HARVY HENDRIEK,DIREKTUR,INDIVIDU
46,PT ARCHIE EXPERANZA MANUNGGAL,YAYUK SRI RAHAYU,DIREKTUR UTAMA,INDIVIDU
47,PT WAHYU EPAN YUDHISTIRA,WAHYU EPAN YUDHISTIRA,DIREKTUR,INDIVIDU
48,PT ERA ANUGRAH JAYA,ARSYA PRAWIRA BAHARI,DIREKTUR,INDIVIDU
49,PT ERA ANUGRAH JAYA,DIMAS PRATAMA WIDYATMOJO,KOMISARIS UTAMA,INDIVIDU
50,PT ERA ANUGRAH JAYA,IRWIN SAHRONI,KOMISARIS,INDIVIDU
51,PT BELITONG ANUGRAH PERTIWI,DHARMA BUDI SADELI,DIREKTUR UTAMA,INDIVIDU
52,PT BELITONG ANUGRAH PERTIWI,ABRAHAM OKTOVIANUS WATTIMENA,KOMISARIS,INDIVIDU
53,PT BELITONG ANUGRAH PERTIWI,RACHMADD POHAN,KOMISARIS UTAMA,INDIVIDU
54,PT BELITONG ANUGRAH PERTIWI,DODY DAMOS MANGALOI TINAMBUNAN,DIREKTUR,INDIVIDU
55,PT SEJAHTERA UTAMA MITRA JAYA,LAU RENCE,KOMISARIS,INDIVIDU
56,PT SEJAHTERA UTAMA MITRA JAYA,BENNY SUTANTO,DIREKTUR,INDIVIDU
57,PT BABEL RESOURCES,SUTTA DARMA KARNADJAJA,KOMISARIS UTAMA,INDIVIDU
58,PT BABEL RESOURCES,RUDY WIJAYA LIONG,KOMISARIS,INDIVIDU
59,PT BABEL RESOURCES,APE NIAGATA TJANDRA,,INDIVIDU
60,PT BABEL RESOURCES,ANDRIANUS DAVID SIM,DIREKTUR,INDIVIDU
61,PT BABEL RESOURCES,TONI SISWOYUDHO,DIREKTUR UTAMA,INDIVIDU
62,PT BABEL RESOURCES,PT ANT INTERNASIONAL,BADAN HUKUM,PERUSAHAAN
63,PT GARUDA ARTHA RESOURCES,HERRY SANTOSO,DIREKTUR,INDIVIDU
64,PT GARUDA ARTHA RESOURCES,SANTOSO SOETANTO,DIREKTUR UTAMA,INDIVIDU
65,PT GARUDA ARTHA RESOURCES,RATNA SHANTI SOETANTO,KOMISARIS,INDIVIDU
66,PT GARUDA ARTHA RESOURCES,SRI REDJEKI SOETANTO,,INDIVIDU
67,PT TRINUSA SILIKA INDONESIA,DUDY CHRISTIAN,KOMISARIS,INDIVIDU
68,PT TRINUSA SILIKA INDONESIA,ACHMAD FEBBY FADILLAH,KOMISARIS UTAMA,INDIVIDU
69,PT TRINUSA SILIKA INDONESIA,SURIYANTO,DIREKTUR UTAMA,INDIVIDU
70,PT TRINUSA SILIKA INDONESIA,ANDI DEBBI YUDHISTA ASAPA,KOMISARIS,INDIVIDU
71,PT TRINUSA SILIKA INDONESIA,PT TRINUSA BARA UTAMA,BADAN HUKUM,PERUSAHAAN
72,PT TRINUSA SILIKA INDONESIA,PT ENERGITAMA SOLUSINDO LESTARI,BADAN HUKUM,PERUSAHAAN
73,PT TRINUSA SILIKA INDONESIA,AFIN,DIREKTUR,INDIVIDU
74,PT TRINUSA SILIKA INDONESIA,MOHAMMAD GENTHA PUTRA,DIREKTUR,INDIVIDU
75,PT BUMI HERO PERKASA,KARDI DJAJA,KOMISARIS,INDIVIDU
76,PT BUMI HERO PERKASA,SLAMET CIPTO WIJOYO,DIREKTUR,INDIVIDU
77,PT BANGKA TIN INDUSTRY,OCEAN ESSENCE HOLDINGS LIMITED,BADAN HUKUM,INDIVIDU
78,PT BANGKA TIN INDUSTRY,TOGAR SIANIPAR,KOMISARIS,INDIVIDU
79,PT BANGKA TIN INDUSTRY,RICKY GUNAWAN,PRESIDEN DIREKTUR,INDIVIDU
80,PT BANGKA TIN INDUSTRY,YONGHONG DUAN,DIREKTUR,INDIVIDU
81,PT BANGKA TIN INDUSTRY,"SHERLY WANTO, SE",DIREKTUR,INDIVIDU
82,PT BANGKA TIN INDUSTRY,PT NOBLE CAPITAL,BADAN HUKUM,PERUSAHAAN
83,PT BANGKA TIN INDUSTRY,TOTO HERMAWAN LIEM,KOMISARIS UTAMA,INDIVIDU
84,PT BANGKA TIN INDUSTRY,ANTONIUS RICHARDUS ANGGORO SETYO,DIREKTUR,INDIVIDU
85,PT SHUBHA ALAM PERKASA RESOURCES,WASIS SRIYADI. ST. MT.,KOMISARIS,INDIVIDU
86,PT SHUBHA ALAM PERKASA RESOURCES,"AGUNG PRIBADI, ST.",KOMISARIS UTAMA,INDIVIDU
87,PT SHUBHA ALAM PERKASA RESOURCES,"M LUTHFI FATHUR RAHMAN, ST.",DIREKTUR UTAMA,INDIVIDU
88,PT SHUBHA ALAM PERKASA RESOURCES,"MUHAMMAD AMIN FADHLI, ST.",DIREKTUR,INDIVIDU
89,PT BANGKA SILICA ABADI,JAMES LOUIS,DIREKTUR,INDIVIDU
90,PT BANGKA SILICA ABADI,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
91,PT SINAR SILICA ABADI,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
92,PT SINAR SILICA ABADI,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
93,PT DHIKA YOGATAMA,"LIANAYANTI ATMAJA, LIEM",SEKUTU PASIF,INDIVIDU
94,PT DHIKA YOGATAMA,TEDDY HARTONO SETIAWAN,"SEKUTU AKTIF,PENGURUS",INDIVIDU
95,PT SEJAHTERA LOGINDO ALAM,"SUDRAJAT, AMD",DIREKTUR,INDIVIDU
96,PT SEJAHTERA LOGINDO ALAM,PT KIMORA INTERNASIONAL,BADAN HUKUM,PERUSAHAAN
97,PT SEJAHTERA LOGINDO ALAM,SUNARTO SARDADI,KOMISARIS,INDIVIDU
98,PT SEJAHTERA LOGINDO ALAM,PT SINAR LOGINDO ALAM,BADAN HUKUM,PERUSAHAAN
99,PT TIN INDUSTRI NASIONAL,RONY FERYAWAN,DIREKTUR,INDIVIDU
100,PT TIN INDUSTRI NASIONAL,PAULUS,KOMISARIS,INDIVIDU
101,PT TIN INDUSTRI NASIONAL,PT TININDO INTER NUSA,BADAN HUKUM,PERUSAHAAN
102,PT TIN INDUSTRI NASIONAL,PT KIMORA INTERNASIONAL,BADAN HUKUM,PERUSAHAAN
103,PT HARAPAN MUDA,WINARNO,PENGURUS,INDIVIDU
104,PT HARAPAN MUDA,YONG KIE,SEKUTU PASIF,INDIVIDU
105,PT HARAPAN MUDA,WINARNO,SEKUTU AKTIF,INDIVIDU
106,PT HARAPAN MUDA,ROBI,SEKUTU PASIF,INDIVIDU
107,PT BANGKA MINERATAMA MANDIRI,GERAL NOFANDY,"SEKUTU AKTIF,PENGURUS",INDIVIDU
108,PT BANGKA MINERATAMA MANDIRI,DJOHAN RIDUAN HASAN,SEKUTU PASIF,INDIVIDU
109,PT CAHAYA SILICA ABADI,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
110,PT CAHAYA SILICA ABADI,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
111,PT KURNIA MANDIRI ADIPERKASA,NICKOLAS TJAN SAKTI EFENDIE,KOMISARIS,INDIVIDU
112,PT KURNIA MANDIRI ADIPERKASA,KURNYATJAN SAKTI EFENDIE,DIREKTUR,INDIVIDU
113,PT JABEL TRI BERSAUDARA,RIANTO HAKIM,DIREKTUR UTAMA,INDIVIDU
114,PT JABEL TRI BERSAUDARA,PT PRIMA BUNDIARTA NUSA,BADAN HUKUM,PERUSAHAAN
115,PT JABEL TRI BERSAUDARA,NICHOLAS HAKIM,DIREKTUR,INDIVIDU
116,PT JABEL TRI BERSAUDARA,DJEMI HAKIM,KOMISARIS,INDIVIDU
117,PT SUMBER ALAM TIMAH JAYA,TN. HERO TIO,,INDIVIDU
118,PT SUMBER ALAM TIMAH JAYA,NN. MERRY,,INDIVIDU
119,PT SUMBER ALAM TIMAH JAYA,TN. JUNAIDIN,DIREKTUR,INDIVIDU
120,PT SUMBER ALAM TIMAH JAYA,TN. LUNA SUMATRA,KOMISARIS,INDIVIDU
121,PT KENCANA KAOLIN INDUSTRI,TJOA LIE TJING,KOMISARIS UTAMA,INDIVIDU
122,PT KENCANA KAOLIN INDUSTRI,JIMMY SANJAYA,DIREKTUR,INDIVIDU
123,PT KENCANA KAOLIN INDUSTRI,TJOA JIN KIE,DIREKTUR UTAMA,INDIVIDU
124,PT KENCANA KAOLIN INDUSTRI,TJOA JIN KHIAT,KOMISARIS,INDIVIDU
125,PT MANDIRI SEJAHTERA ABADI,SUMIATI,SEKUTU PASIF,INDIVIDU
126,PT MANDIRI SEJAHTERA ABADI,NICHOLAS HAKIM,SEKUTU PASIF,INDIVIDU
127,PT MANDIRI SEJAHTERA ABADI,DJEMI HAKIM,"SEKUTU AKTIF,PENGURUS",INDIVIDU
128,PT STANINDO INTI PERKASA,SUWITO GUNAWAN,KOMISARIS,INDIVIDU
129,PT STANINDO INTI PERKASA,MB. GUNAWAN,DIREKTUR,INDIVIDU
130,PT DUA SATU UTAMA,PT AUTUM PRIMA INDONESIA,BADAN HUKUM,PERUSAHAAN
131,PT DUA SATU UTAMA,TRIANDI,KOMISARIS,INDIVIDU
132,PT DUA SATU UTAMA,REYMOND HENDRA PLANGITEN,DIREKTUR,INDIVIDU
133,PT ROYAL SILICA NUSANTARA,YULI MARIA LYANAWATI,KOMISARIS,INDIVIDU
134,PT ROYAL SILICA NUSANTARA,PT ROYAL PERMATA INDONESIA,BADAN HUKUM,PERUSAHAAN
135,PT ROYAL SILICA NUSANTARA,"EDI NASAPTA, S.M",DIREKTUR,INDIVIDU
136,PT KARYA CIPTA LAHANINDO,OPPY SANARJO,DIREKTUR,INDIVIDU
137,PT KARYA CIPTA LAHANINDO,TITI,KOMISARIS,INDIVIDU
138,PT KARYA CIPTA LAHANINDO,PT PELAYARAN KURNIA LAUTAN SEMESTA,BADAN HUKUM,PERUSAHAAN
139,PT KARYA CIPTA LAHANINDO,KURNYATJAN SAKTI EFFENDIE,DIREKTUR UTAMA,INDIVIDU
140,PT GARUDA PANCA ARTHA,VINCENT JUNIUS,KOMISARIS UTAMA,INDIVIDU
141,PT GARUDA PANCA ARTHA,PT PANCA MITRA ARTHA,BADAN HUKUM,PERUSAHAAN
142,PT GARUDA PANCA ARTHA,FELIX SAPTAVIANUS,DIREKTUR,INDIVIDU
143,PT GARUDA PANCA ARTHA,"BUDI SANTOSO, ST",KOMISARIS,INDIVIDU
144,PT GARUDA PANCA ARTHA,PT SINAR MITRA ARTHA,BADAN HUKUM,PERUSAHAAN
145,PT GARUDA PANCA ARTHA,"HENDRA BUDYHARJA, SH, SE",DIREKTUR UTAMA,INDIVIDU
146,PT KAOLINDO INVESTAMA SENTOSA,OYONG WISMAN,SEKUTU PASIF,INDIVIDU
147,PT KAOLINDO INVESTAMA SENTOSA,HENDY,SEKUTU PASIF,INDIVIDU
148,PT KAOLINDO INVESTAMA SENTOSA,IRFAN RUSDI,SEKUTU PASIF,INDIVIDU
149,PT KAOLINDO INVESTAMA SENTOSA,HENDRI,SEKUTU PASIF,INDIVIDU
150,PT KAOLINDO INVESTAMA SENTOSA,RUSTAM RACHMAT,SEKUTU PASIF,INDIVIDU
151,PT KAOLINDO INVESTAMA SENTOSA,HERMAWAN DAENG PARANI,SEKUTU PASIF,INDIVIDU
152,PT KAOLINDO INVESTAMA SENTOSA,HELYUZAR,"SEKUTU AKTIF,PENGURUS",INDIVIDU
153,PT KAOLINDO INVESTAMA SENTOSA,ARSIANDO CITRA SE,SEKUTU PASIF,INDIVIDU
154,PT ANUGERAH KREATIF MANDIRI,VIVI VERONICA,,INDIVIDU
155,PT ANUGERAH KREATIF MANDIRI,ACIN,KOMISARIS,INDIVIDU
156,PT ANUGERAH KREATIF MANDIRI,KENDY,DIREKTUR,INDIVIDU
157,PT ALBETA MAJU SUKSES,GUNAWAN,KOMISARIS UTAMA,INDIVIDU
158,PT ALBETA MAJU SUKSES,RICHARD CHANDRA,DIREKTUR,INDIVIDU
159,PT ALBETA MAJU SUKSES,YUNY FAJARWATY,KOMISARIS,INDIVIDU
160,PT SILICA JAYA UTAMA,YONG KIE,SEKUTU PASIF,INDIVIDU
161,PT SILICA JAYA UTAMA,ROBI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
162,PT PERKASA PARAMA BORNEO,ARYA RIZQI DARSONO,KOMISARIS UTAMA,INDIVIDU
163,PT PERKASA PARAMA BORNEO,PT GARPATI DAYA INTEGRA,BADAN HUKUM,PERUSAHAAN
164,PT PERKASA PARAMA BORNEO,IRVAN ERLANGGA KUSUMA DANI,DIREKTUR,INDIVIDU
165,PT PERKASA PARAMA BORNEO,"STEFANUS KURNIAWAN, ST",DIREKTUR,INDIVIDU
166,PT PERKASA PARAMA BORNEO,ANANDA NUGRAHA ANSHARI,DIREKTUR UTAMA,INDIVIDU
167,PT PERKASA PARAMA BORNEO,AYI PARYANA,KOMISARIS,INDIVIDU
168,PT BAYU MANDIRI PRATAMA,RONY LIE,SEKUTU PASIF,INDIVIDU
169,PT BAYU MANDIRI PRATAMA,LASUWA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
170,PT PERMATA BATU ITAM,WIDODO BAWONO,DIREKTUR,INDIVIDU
171,PT BERKAH SILICA MULIA,UJANG SUKARNAEN,DIREKTUR,INDIVIDU
172,PT BERKAH SILICA MULIA,DJOHAN RIDUAN HASAN,KOMISARIS,INDIVIDU
173,PT RAJAWALI RIMBA PERKASA,FIRDAUS HIKMI ABDULLAH,,INDIVIDU
174,PT RAJAWALI RIMBA PERKASA,ASWAL,KOMISARIS,INDIVIDU
175,PT RAJAWALI RIMBA PERKASA,MAHENDRA SUJANA,,INDIVIDU
176,PT RAJAWALI RIMBA PERKASA,WAWAN HERWAN SATOMI,DIREKTUR,INDIVIDU
177,PT RAJAWALI RIMBA PERKASA,FERRY KAMARIUN,,INDIVIDU
178,PT RAJAWALI RIMBA PERKASA,RONAL WIJAYA,,INDIVIDU
179,PT RAJAWALI RIMBA PERKASA,HADI WIRATAMA LEGAWA,,INDIVIDU
180,PT MITRA PERSADA RESOURCES,PT KEIKIRA BERSAMA NUSANTARA,BADAN HUKUM,PERUSAHAAN
181,PT MITRA PERSADA RESOURCES,HANDRIC,KOMISARIS,INDIVIDU
182,PT MITRA PERSADA RESOURCES,IWAN,DIREKTUR,INDIVIDU
183,PT MITRA PERSADA RESOURCES,PT ARMADA SAMUDRA PERSADA,BADAN HUKUM,PERUSAHAAN
184,PT BERKAH BANGKA MAJU,FIRMAN,DIREKTUR UTAMA,INDIVIDU
185,PT BERKAH BANGKA MAJU,ERWAN ROS,KOMISARIS,INDIVIDU
186,PT BERKAH BANGKA MAJU,JIMMY,DIREKTUR,INDIVIDU
187,PT BERKAH BANGKA MAJU,ARBI LEO,KOMISARIS UTAMA,INDIVIDU
188,PT MANDIRI SEJAHTERA ABADI,"DENI SYAHDANI, SE","SEKUTU AKTIF,PENGURUS",INDIVIDU
189,PT MANDIRI SEJAHTERA ABADI,MUHAMMAD ALFI FARHAN,"SEKUTU PASIF,PENGURUS",INDIVIDU
190,PT MANDIRI SEJAHTERA ABADI,YOICE SISILIA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
191,PT BANGUNAN AGUNG,RACHMAN HAKIM,KOMISARIS UTAMA,INDIVIDU
192,PT BANGUNAN AGUNG,PT NIPPINDO KAOLIN ABADI,BADAN HUKUM,PERUSAHAAN
193,PT BANGUNAN AGUNG,PT ALTER ABADI,BADAN HUKUM,PERUSAHAAN
194,PT BANGUNAN AGUNG,LENY HAKIM,DIREKTUR,INDIVIDU
195,PT BANGUNAN AGUNG,NOVITA HAKIM,KOMISARIS,INDIVIDU
196,PT BANGUNAN AGUNG,JEFRY HAKIM,DIREKTUR UTAMA,INDIVIDU
197,PT BANGUNAN AGUNG,ISKANDAR,DIREKTUR,INDIVIDU
198,PT BANGUNAN AGUNG,HARUN CAHYADI,,INDIVIDU
199,PT BANGUNAN AGUNG,HARI SOEMANTO,DIREKTUR,INDIVIDU
200,PT SARANA MARINDO,RUDI,KOMISARIS,INDIVIDU
201,PT SARANA MARINDO,S A A D I,,INDIVIDU
202,PT SARANA MARINDO,WIRYADI SUKAMTO,DIREKTUR,INDIVIDU
203,PT ERA BARU KWARSA,HERMAWAN DAENG PARANI,,INDIVIDU
204,PT ERA BARU KWARSA,RUSTAM RACHMAT,,INDIVIDU
205,PT ERA BARU KWARSA,HENDY,KOMISARIS UTAMA,INDIVIDU
206,PT ERA BARU KWARSA,OYONG WISMAN,DIREKTUR,INDIVIDU
207,PT ERA BARU KWARSA,HELYUZAR,,INDIVIDU
208,PT ERA BARU KWARSA,ARSIANDO CITRA SE,KOMISARIS,INDIVIDU
209,PT GELORA ABADI PERSADA,PARRISH,DIREKTUR UTAMA,INDIVIDU
210,PT GELORA ABADI PERSADA,POHAN BUDIMAN,,INDIVIDU
211,PT GELORA ABADI PERSADA,EDY FITRIYANTO,DIREKTUR,INDIVIDU
212,PT GELORA ABADI PERSADA,CAROLINE PURNOMO,DIREKTUR,INDIVIDU
213,PT GELORA ABADI PERSADA,FREDDY LIMAWAN,KOMISARIS,INDIVIDU
214,PT TIMAH INVESTASI MINERAL,SUMARTONO,KOMISARIS,INDIVIDU
215,PT TIMAH INVESTASI MINERAL,ARI WIBOWO,DIREKTUR,INDIVIDU
216,PT TIMAH INVESTASI MINERAL,KOPERASI KARYAWAN TIMAH MITRA MANDIRI,BADAN HUKUM,INDIVIDU
217,PT TIMAH INVESTASI MINERAL,PT TIMAH TBK,BADAN HUKUM,PERUSAHAAN
218,PT TIMAH INVESTASI MINERAL,ABDULLAH UMAR,DIREKTUR UTAMA,INDIVIDU
219,PT KWARSA PRIMA JAYA,OYONG WISMAN,KOMISARIS,INDIVIDU
220,PT KWARSA PRIMA JAYA,HENDY,DIREKTUR,INDIVIDU
221,PT KWARSA PRIMA JAYA,ARSIANDO CITRA SE,KOMISARIS UTAMA,INDIVIDU
222,PT KWARSA PRIMA JAYA,SILIKA JAYA BARU,BADAN HUKUM,INDIVIDU
223,PT KWARSA PRIMA JAYA,HAMPARAN PASIR JAYA,BADAN HUKUM,INDIVIDU
224,PT TANJUNG BUKIT NUNGGAL,RIZARD AMRY SIRAT,DIREKTUR UTAMA,INDIVIDU
225,PT TANJUNG BUKIT NUNGGAL,PT VITRAMA PROPERTI,BADAN HUKUM,PERUSAHAAN
226,PT TANJUNG BUKIT NUNGGAL,SOFIANI HARAHAP,DIREKTUR,INDIVIDU
227,PT TANJUNG BUKIT NUNGGAL,PT BUMIWARNA AGUNGPERKASA,BADAN HUKUM,PERUSAHAAN
228,PT TANJUNG BUKIT NUNGGAL,DIDI SULISTIONO,KOMISARIS,INDIVIDU
229,PT BONANZA,LUKMAN WINATA,"SEKUTU AKTIF,PENGURUS",INDIVIDU
230,PT BONANZA,ROBERTUS BUDI PRASETYA KURNIAWAN,"SEKUTU PASIF,PENGURUS",INDIVIDU
231,PT DUA SATU UTAMA,"JEFRY PONAMON, SE","SEKUTU AKTIF,PENGURUS",INDIVIDU
232,PT DUA SATU UTAMA,MUH. RIJAL. M,SEKUTU PASIF,INDIVIDU
233,PT DUA SATU UTAMA,SUNARDI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
234,PT CAHAYA SURYA MENTARI,SUKANDA GUNAWAN SAKTI EFENDI,SEKUTU PASIF,INDIVIDU
235,PT CAHAYA SURYA MENTARI,KURNYATJAN SAKTI EFENDIE,"SEKUTU AKTIF,PENGURUS",INDIVIDU
236,PT TIGA BANGUN BERSAMA,FAISAL ISLAMI,"SEKUTU AKTIF,PENGURUS",INDIVIDU
237,PT TIGA BANGUN BERSAMA,NADYA ERINA,SEKUTU PASIF,INDIVIDU
238,PT TIGA BANGUN BERSAMA,SAIFUL ISLAM,SEKUTU PASIF,INDIVIDU
239,PT ANEKA KAOLINE UTAMA,ARFEN BASUKIE,KOMISARIS,INDIVIDU
240,PT ANEKA KAOLINE UTAMA,"ARCIN BASUKIE, BONG",KOMISARIS UTAMA,INDIVIDU
241,PT ANEKA KAOLINE UTAMA,ARYANDI BASUKIE,DIREKTUR,INDIVIDU
242,PT ANEKA KAOLINE UTAMA,ARIFIN BASUKI,DIREKTUR UTAMA,INDIVIDU
243,PT BABEL INTI PERKASA,IWA SUKRESNO KARUNIA,KOMISARIS,INDIVIDU
244,PT BABEL INTI PERKASA,TONNY KHASHOGGI HIOE,KOMISARIS,INDIVIDU
245,PT BABEL INTI PERKASA,WIRANTO NURHADI,KOMISARIS UTAMA,INDIVIDU
246,PT BABEL INTI PERKASA,PT BUKIT TIMAH,BADAN HUKUM,PERUSAHAAN
247,PT BABEL INTI PERKASA,DRS. MOCH CHANAFI,DIREKTUR,INDIVIDU
248,PT INDO TIMAH CAHAYA MULIA,PT BELITUNG INDUSTRI SEJAHTERA,BADAN HUKUM,PERUSAHAAN
249,PT INDO TIMAH CAHAYA MULIA,WONGWA GROHO,DIREKTUR UTAMA,INDIVIDU
250,PT INDO TIMAH CAHAYA MULIA,PT CAHAYA SURYA TIMAH INDOTAMA,BADAN HUKUM,PERUSAHAAN
251,PT INDO TIMAH CAHAYA MULIA,MAHJUDIN MULIA,DIREKTUR,INDIVIDU
252,PT INDO TIMAH CAHAYA MULIA,PT CAHAYA TIMAH BELITUNG JAYA,BADAN HUKUM,PERUSAHAAN
253,PT INDO TIMAH CAHAYA MULIA,HERMAN PICAL,KOMISARIS,INDIVIDU
254,PT INDUSTRI MINERAL BELITUNG,TJEN JUNG SEN,KOMISARIS,INDIVIDU
255,PT INDUSTRI MINERAL BELITUNG,TRI APRILLIANSYAH,DIREKTUR UTAMA,INDIVIDU
256,PT INDUSTRI MINERAL BELITUNG,TJEN WEN LIANG,DIREKTUR,INDIVIDU
257,PT ELYSKA INDO PLANTATION,YESSI WIJAYA,"Sekutu Aktif,Pengurus",INDIVIDU
258,PT ELYSKA INDO PLANTATION,RENDY VIRNANTO WIJAYA,Sekutu Pasif,INDIVIDU
259,PT SRIYUDI ALAM PERKASA,YESSI WIJAYA,DIREKTUR,INDIVIDU
260,PT SRIYUDI ALAM PERKASA,SANTI WIJAYA,KOMISARIS,INDIVIDU
261,PT USAHA MANDIRI PERSADA,STEVEN CANDRA,DIREKTUR UTAMA,INDIVIDU
262,PT USAHA MANDIRI PERSADA,LYDIA,DIREKTUR,INDIVIDU
263,PT USAHA MANDIRI PERSADA,SIANTY BUNTARAN,KOMISARIS,INDIVIDU
264,PT SEIRAMA TIN INVESTMENT,TN. TJEUW JIT KONG,DIREKTUR,INDIVIDU
265,PT SEIRAMA TIN INVESTMENT,TN. FERRY KAMARIUN,KOMISARIS,INDIVIDU
266,PT SEIRAMA TIN INVESTMENT,TN. RONAL WIJAYA,KOMISARIS,INDIVIDU
267,PT BABELLAND,SAMUEL TURANGAN,KOMISARIS,INDIVIDU
268,PT BABELLAND,TJENG KIAT,DIREKTUR UTAMA,INDIVIDU
269,PT BABELLAND,TELLIE,DIREKTUR UTAMA,INDIVIDU
270,PT BABELLAND,LIAN SEPTIARINI,DIREKTUR UTAMA,INDIVIDU
